-1.452285712454918e-01 -9.893981312363558e-01 2.285723704886911e-18
-1.394626571364885e-01 -9.397231613498808e-01 -3.337329262863995e-02
-1.684957179905688e-01 -9.380793030279212e-01 -4.287401658826061e-02
-1.244954550310848e-01 -9.662835226840772e-01 -1.308100167230869e-02
-1.552894841180544e-01 -9.156971516366218e-01 -5.975772612456295e-02
-1.131138261952867e-01 -9.935820360309774e-01 2.327287033247417e-19
-1.233660947325755e-01 -9.155550836822471e-01 -4.260176045170528e-02
-1.072954899282745e-01 -9.408400025757927e-01 -2.075069963493713e-02
-1.403318494154228e-01 -8.885347287084792e-01 -7.477492583057141e-02
-1.725581483097574e-01 -8.891040911244933e-01 -9.717418423581779e-02
-1.896880916067439e-01 -8.618200393250555e-01 -1.436314119225925e-01
-1.573136419396737e-01 -8.609487759479753e-01 -1.165220477804434e-01
-1.742951340997775e-01 -8.333734159656817e-01 -1.671053289100092e-01
-1.912764539890998e-01 -8.058041313628687e-01 -2.259365014930361e-01
-2.236495235875438e-01 -8.067240648658712e-01 -2.612179411484479e-01
-9.400544956943152e-02 -9.676078462624970e-01 -7.019210722910290e-03
-8.088044036140657e-02 -9.967238104745693e-01 2.310811775767013e-18
-1.079586589103696e-01 -8.876190591527925e-01 -4.780317239321300e-02
-9.094004461040371e-02 -9.145101326514179e-01 -2.196863365102076e-02
-7.576809636231982e-02 -9.416855137076916e-01 -6.317888323647637e-03
-1.249402664813277e-01 -8.600396290389699e-01 -8.347050356867756e-02
-1.419218334682490e-01 -8.324616301801909e-01 -1.285410994396528e-01
-1.589033345061107e-01 -8.048859571108570e-01 -1.825310976150483e-01
-1.758848271225160e-01 -7.773105810364103e-01 -2.446894753833743e-01
-1.928663523759783e-01 -7.497340539687287e-01 -3.140021628692055e-01
-2.252394736089638e-01 -7.506521665045720e-01 -3.646048834872632e-01
-6.272279265071706e-02 -9.710672504351021e-01 3.726594560897831e-04
-4.856222211445064e-02 -9.988201592795906e-01 1.242050343115087e-18
-9.256708274028040e-02 -8.591237209407755e-01 -4.561567433668494e-02
-7.558553523510511e-02 -8.867010327474375e-01 -1.698148597400532e-02
-5.855637690778539e-02 -9.142487356526292e-01 1.705856219478533e-03
-4.162245766320635e-02 -9.418550413683591e-01 1.055260739015515e-02
-1.095486434564044e-01 -8.315459432307795e-01 -8.413138543509376e-02
-1.265301735935842e-01 -8.039692439317014e-01 -1.321976917183751e-01
-1.435116993975724e-01 -7.763926974489164e-01 -1.891978741807972e-01
-1.604932223832247e-01 -7.488162503588428e-01 -2.542393092592443e-01
-1.774747602003697e-01 -7.212392802146251e-01 -3.261728562557336e-01
-1.944562980175144e-01 -6.936623100704072e-01 -4.036169710255045e-01
-2.268294236303839e-01 -6.945802681432719e-01 -4.688749859567034e-01
-3.042200420827860e-02 -9.714548291192548e-01 8.166419462499670e-03
-1.641810348445450e-01 -4.745854180616607e-02 -1.532530540700753e-01
-1.965541604574146e-01 -4.837649987903096e-02 -1.829445901904344e-01
-1.619306880250302e-02 -9.998688836656321e-01 3.355001139551578e-19
-7.717549138738555e-02 -8.306289181724802e-01 -3.520140924175835e-02
-6.019394776231556e-02 -8.582060931416065e-01 -4.227107891096638e-03
-4.321240786676542e-02 -8.857831365837934e-01 1.644650995731176e-02
-2.624593498357061e-02 -9.133498567130052e-01 2.692317178759503e-02
-1.065605252652259e-02 -9.414947373767348e-01 2.661550746556535e-02
-9.415702113606574e-02 -8.030522325744119e-01 -7.629512404146349e-02
-1.111385589532105e-01 -7.754752624301949e-01 -1.270422367714481e-01
-1.281200967703554e-01 -7.478982922859778e-01 -1.866886394931866e-01
-1.451016345875003e-01 -7.203213221417604e-01 -2.542053344829016e-01
-1.620831724046447e-01 -6.927443519975429e-01 -3.283099950778713e-01
-1.790647102217890e-01 -6.651673818533255e-01 -4.074961182011029e-01
